samples,x1,x2
0,2.2159273624420166,2.2948198318481445
0,4.224482536315918,-0.9125726222991943
0,5.9202141761779785,0.33969706296920776
0,3.807049036026001,2.9521379470825195
0,10.698504447937012,0.38572001457214355
0,-0.18783411383628845,2.4849863052368164
0,10.471107482910156,1.0136451721191406
0,10.528100967407227,1.3446141481399536
0,4.106403350830078,2.1851789951324463
0,3.5160937309265137,6.788285732269287
0,2.1764001846313477,1.5117524862289429
0,1.6492985486984253,2.0910115242004395
0,3.6277928352355957,3.700394630432129
0,3.75563645362854,6.442503452301025
0,9.269290924072266,2.942035436630249
0,2.346686363220215,-1.6307121515274048
0,4.482290744781494,-3.3914809226989746
0,4.086305141448975,2.029911994934082
0,3.7081449031829834,4.783777236938477
0,5.524142742156982,0.9175545573234558
0,3.99369215965271,1.756296157836914
0,3.288027286529541,6.925658702850342
0,3.856858730316162,3.4433562755584717
0,3.8022382259368896,5.53985071182251
0,4.830322265625,0.965771496295929
0,7.031569480895996,-0.9182531833648682
0,4.016067981719971,3.360947608947754
0,3.3285021781921387,3.8459341526031494
0,6.853348731994629,-0.1338731050491333
0,3.7056751251220703,4.76743745803833
0,3.9966447353363037,3.8553192615509033
0,6.603039741516113,0.057785168290138245
0,3.8063125610351562,1.601047396659851
0,4.285701751708984,2.0286788940429688
0,4.902001857757568,-1.5280832052230835
0,10.69214916229248,3.163844585418701
0,10.61982536315918,0.554551899433136
0,3.973149538040161,3.656623601913452
0,7.384609699249268,-0.6105844974517822
0,6.567465782165527,-0.45049533247947693
0,3.650148391723633,2.374277114868164
0,6.888198375701904,-1.0209895372390747
0,3.8744447231292725,3.193957567214966
0,10.080876350402832,3.9778337478637695
0,-1.9731671810150146,2.721217393875122
0,9.403322219848633,2.928173303604126
0,7.349693775177002,0.06175212562084198
0,10.443140983581543,4.975759983062744
0,9.575074195861816,3.296065330505371
0,10.733884811401367,0.974545955657959
0,9.056413650512695,2.558018445968628
0,9.899245262145996,3.700536012649536
0,-0.2332620620727539,2.2104127407073975
0,3.4596750736236572,6.670691013336182
0,3.797919750213623,2.0618622303009033
0,-0.6942428946495056,2.39626407623291
0,4.249879360198975,-1.3672418594360352
0,10.077125549316406,1.3506083488464355
0,1.6041737794876099,2.06415057182312
0,4.382846355438232,1.3936240673065186
0,4.171064853668213,1.6782430410385132
0,8.98983383178711,2.063159942626953
0,4.5788254737854,-0.029690640047192574
0,4.429963111877441,1.9210623502731323
0,9.373411178588867,2.942300319671631
0,-3.5304486751556396,2.0464582443237305
0,-1.5453147888183594,2.910046339035034
0,4.67877197265625,2.1573398113250732
0,4.361161708831787,-3.4254767894744873
0,6.851517200469971,2.0237295627593994
0,3.314115285873413,1.7345517873764038
0,5.959567070007324,1.463887333869934
0,1.2725571393966675,2.2739858627319336
0,4.503344535827637,2.4188449382781982
0,3.794335126876831,2.3461599349975586
0,-0.13718467950820923,2.1049411296844482
0,3.8135135173797607,3.053656578063965
0,7.6829833984375,-0.8707647919654846
0,9.860116004943848,0.9942299127578735
0,3.975090980529785,3.909087896347046
0,0.4067968726158142,2.333305597305298
0,7.491182327270508,4.819645881652832
0,4.031585693359375,3.1203114986419678
0,-2.3140316009521484,3.437474250793457
0,3.941965103149414,2.7891557216644287
0,8.685624122619629,1.6629084348678589
0,4.365914821624756,1.4425092935562134
0,5.210267066955566,0.4653608798980713
0,3.908111572265625,1.2311229705810547
0,6.586302757263184,0.09535080939531326
0,-1.6975847482681274,2.5668625831604004
0,3.2313690185546875,2.9486734867095947
0,3.8718032836914062,2.1030044555664062
0,4.180869102478027,1.5432766675949097
0,4.126794338226318,2.37804913520813
0,4.061891555786133,1.7251144647598267
0,12.096969604492188,3.8831770420074463
0,3.827461004257202,3.982734203338623
0,11.204583168029785,3.1764421463012695
0,3.6175589561462402,4.905328273773193
0,-2.1946945190429688,2.2000248432159424
0,8.57491683959961,1.6274259090423584
0,4.070256233215332,1.6130812168121338
0,6.982717990875244,-0.06312442570924759
0,3.4446799755096436,3.4964630603790283
0,4.3352861404418945,2.1424872875213623
0,11.575958251953125,3.4635043144226074
0,3.840454339981079,3.427527904510498
0,5.771297931671143,2.4324676990509033
0,0.42792919278144836,2.3008852005004883
0,5.335903644561768,0.7050566077232361
0,0.17579859495162964,1.5249974727630615
0,2.9205944538116455,2.8543403148651123
0,-0.29193732142448425,2.8294265270233154
0,7.425757884979248,-0.5050138235092163
0,4.406984329223633,2.02831768989563
0,5.1445841789245605,0.9952843189239502
0,5.29868745803833,1.7213114500045776
0,3.9811501502990723,1.895665168762207
0,-2.596043825149536,3.1859242916107178
0,7.5911407470703125,-1.2789950370788574
0,3.564168930053711,5.694853782653809
0,3.6507089138031006,5.985272407531738
0,4.570138931274414,2.0910494327545166
0,4.071972846984863,5.919497489929199
0,3.957202911376953,1.3484125137329102
0,11.013875007629395,0.9000122547149658
0,4.582091331481934,1.3135844469070435
0,4.380609512329102,-0.9391352534294128
0,9.865700721740723,2.0823535919189453
0,3.7800633907318115,3.077359914779663
0,4.319853782653809,1.5240528583526611
0,4.116354942321777,2.817741632461548
0,3.528291940689087,2.7857987880706787
0,9.220752716064453,0.6702207326889038
0,-1.7368348836898804,2.578422784805298
0,-2.7226688861846924,3.444667100906372
0,10.680066108703613,1.3509788513183594
0,3.4667859077453613,6.516025543212891
0,3.9353437423706055,-0.36637914180755615
0,3.9348032474517822,2.366739511489868
0,4.423349380493164,1.7307428121566772
0,9.895355224609375,3.766749143600464
0,6.077988624572754,0.911472737789154
0,3.6302714347839355,3.6225016117095947
0,10.99460220336914,1.2505005598068237
0,4.115053653717041,-0.5929510593414307
0,0.1997852623462677,1.8090311288833618
0,7.461399078369141,-0.679986298084259
0,1.153523564338684,2.118894100189209
0,10.126347541809082,1.6644829511642456
0,6.17418909072876,-0.47084203362464905
0,-3.1987318992614746,3.5405008792877197
0,3.717897653579712,3.2951982021331787
0,-0.005556455813348293,1.8886868953704834
0,7.880828380584717,-0.8061767220497131
0,9.476655006408691,2.641549587249756
0,2.8633034229278564,2.0791711807250977
0,3.688828468322754,4.555814743041992
0,2.847126007080078,2.142690896987915
0,10.833944320678711,1.0313526391983032
0,-1.4788119792938232,2.231663227081299
0,10.753057479858398,6.408085823059082
0,10.870977401733398,1.3891342878341675
0,2.2591538429260254,2.374375581741333
0,12.330790519714355,1.509767770767212
0,-1.7867965698242188,2.2129509449005127
0,4.2590813636779785,1.1725610494613647
0,10.159257888793945,1.6998993158340454
0,5.650781154632568,0.995169460773468
0,4.386529922485352,-3.0554842948913574
0,1.9337966442108154,2.2272870540618896
0,3.7157983779907227,6.136938571929932
0,-1.1941559314727783,2.463792562484741
0,10.516841888427734,0.9847009181976318
0,5.864057540893555,1.019596815109253
0,3.612726926803589,4.922911167144775
0,-2.493635892868042,2.701354742050171
0,10.754988670349121,0.772097110748291
0,3.7577147483825684,3.174111843109131
0,8.887060165405273,2.1105246543884277
0,6.795529365539551,-0.020449228584766388
0,4.623147487640381,3.016188859939575
0,6.4871673583984375,-0.11680860817432404
0,3.69966459274292,3.26491379737854
0,3.837641716003418,1.188666582107544
0,4.775373458862305,0.34110158681869507
0,10.681535720825195,0.42031773924827576
0,10.950955390930176,0.23065011203289032
0,-0.29748624563217163,2.4073879718780518
0,10.858875274658203,1.2633081674575806
0,11.010053634643555,1.1730607748031616
0,3.388558864593506,6.6512861251831055
0,5.983903408050537,2.071373701095581
0,4.034738063812256,0.997078001499176
0,4.209144592285156,-0.7400392889976501
0,3.9321141242980957,2.6705141067504883
0,11.098372459411621,0.012153998017311096
0,5.819906711578369,1.3085328340530396
0,1.4925880432128906,2.357785701751709
0,-1.4877347946166992,2.83425235748291
0,4.171286582946777,2.0494942665100098
0,4.94332218170166,1.9249060153961182
0,10.535368919372559,5.060998916625977
0,1.8662563562393188,10.171102523803711
0,3.352689027786255,2.3054914474487305
0,-1.820538878440857,3.2371702194213867
0,10.188451766967773,4.3780388832092285
0,2.961060047149658,0.7533078193664551
0,0.44239240884780884,2.2210543155670166
0,6.978964328765869,2.204432964324951
0,10.465785026550293,4.98806619644165
0,8.86248779296875,1.5878373384475708
0,3.6744070053100586,5.779335021972656
0,9.584989547729492,3.216892957687378
0,8.807801246643066,1.072463870048523
0,2.9712698459625244,2.168560743331909
0,3.543646812438965,2.4649875164031982
0,2.0546247959136963,2.209774971008301
0,2.0454235076904297,3.2605702877044678
0,6.967743873596191,-0.1283164918422699
0,3.500885248184204,5.688491344451904
0,4.325738906860352,1.756096363067627
0,4.566620349884033,2.009209156036377
0,3.157468557357788,1.6225838661193848
0,-0.17798292636871338,2.5353782176971436
0,3.7867913246154785,4.58126974105835
0,6.985777378082275,-0.03454126417636871
0,6.1361613273620605,1.6966805458068848
0,10.589337348937988,1.0512949228286743
0,4.05880880355835,5.216785907745361
0,6.232653617858887,1.1020843982696533
0,0.7307233214378357,2.43908953666687
0,-2.814307928085327,2.9241647720336914
0,8.63473129272461,2.17073655128479
0,5.507900238037109,0.9430441856384277
0,10.720327377319336,1.0885009765625
0,3.022252321243286,8.106608390808105
0,3.9996676445007324,2.2686469554901123
0,4.154175281524658,1.565793514251709
0,5.883641719818115,0.7794539332389832
0,13.320096969604492,4.064967155456543
0,4.119531631469727,1.6985664367675781
0,1.9461182355880737,2.3684070110321045
0,2.931826114654541,2.158097982406616
0,5.7555012702941895,4.165181636810303
